신영주_0,JMP+RAND: 바이너리 난수 삽입을 통한 메모리 공유 기반 부채널 공격 방어 기법,신영주_1,컨테이너 기술을 활용한 엣지 컴퓨팅 환경 어플리케이션 무결성 보호에 대한 연구,weight,0.8
신영주_0,차세대 클라우드 컴퓨팅 및 포스트 양자암호 시대를 위한 암호데이터 중복제거 기술 연구,신영주_1,안전한 클라우드 가상화 환경을 위한 CPU 취약점 대응기술 연구,weight,1.6
신영주_0,JMP+RAND: 바이너리 난수 삽입을 통한 메모리 공유 기반 부채널 공격 방어 기법,신영주_1,안전한 클라우드 가상화 환경을 위한 CPU 취약점 대응기술 연구,weight,1
신영주_0,JMP+RAND: 바이너리 난수 삽입을 통한 메모리 공유 기반 부채널 공격 방어 기법,신영주_2,CPU 마이크로아키텍처 보안 기술 연구 동향,weight,1
신영주_1,컨테이너 기술을 활용한 엣지 컴퓨팅 환경 어플리케이션 무결성 보호에 대한 연구,신영주_2,CPU 마이크로아키텍처 보안 기술 연구 동향,weight,4
신영주_0,JMP+RAND: 바이너리 난수 삽입을 통한 메모리 공유 기반 부채널 공격 방어 기법,신영주_1,컨테이너 기술을 활용한 엣지 컴퓨팅 환경 어플리케이션 무결성 보호에 대한 연구,weight,0.8
신영주_0,차세대 클라우드 컴퓨팅 및 포스트 양자암호 시대를 위한 암호데이터 중복제거 기술 연구,신영주_1,안전한 클라우드 가상화 환경을 위한 CPU 취약점 대응기술 연구,weight,1.6
신영주_0,JMP+RAND: 바이너리 난수 삽입을 통한 메모리 공유 기반 부채널 공격 방어 기법,신영주_1,안전한 클라우드 가상화 환경을 위한 CPU 취약점 대응기술 연구,weight,1
장항배_0,금융권 클라우드 도입 활성화를 위한 우선순위 과제 도출 연구,장항배_1,퍼블릭 클라우드에서 자동화 IR(Incident Response)를 통한 보안 향상 기술,weight,4
김용민_0,소프트웨어 정의 경계의 단일 패킷 인증 및 네트워크 접근통제 보안관리 개선,김용민_1,SDP 단일 패킷 인증의 접근통제 개선 방안,weight,4
길준민_0,클라우드 환경에서 GPU 연산으로 인한 가상머신의 성능 저하를 완화하는 GPGPU 작업 관리 기법,길준민_1,RPC 기반 GPU 가상화 환경에서 GPU 메모리의 초과 사용 시 발생하는 가상머신 사이의 성능 불균형 문제 분석,weight,4
신용태_0,운영효율화 측면에서의 클라우드 전환에 관한 연구,신용태_1,클라우드 환경에서 자연어처리 기법을 활용한 취약점 분석 시스템 설계,weight,4
박대진_0,대규모 IoT 응용에 효과적인 주문형 하드웨어의 재구성을 위한 엣지 기반 변성적 IoT 디바이스 플랫폼,박대진_1,바이너리 프로그램의 비체계적 시험 검증 문제 해결,weight,3
김동현_0,적층 및 절삭 제조 시스템의 디지털 트윈 개발,김동현_1,적층 및 절삭 제조 시스템의 디지털 트윈 개발,weight,1.599088118
정원기_0,다중 병리요소 및 진단군을 대상으로 한 인공지능 기반 멀티 사이트 병리영상 고속 분석 기술 개발,정원기_1,다중 병리요소 및 진단군을 대상으로 한 인공지능 기반 멀티 사이트 병리영상 고속 분석 기술 개발,weight,2.6470359366
정원기_0,다중 병리요소 및 진단군을 대상으로 한 인공지능 기반 멀티 사이트 병리영상 고속 분석 기술 개발,정원기_1,브레인 클라우드: 커넥텀 연구를 위한 GPU 클라우드 컴퓨팅 기술 연구,weight,0.8
이상근_0,OWL 정규화 기반 희소화 코딩을 통한 효율적 딥러닝 모델 압축 기법 연구,이상근_1,OWL 정규화 기반 희소화 코딩을 통한 효율적 딥러닝 모델 압축 기법 연구,weight,2.5998765902
오하영_0,인지적 소물 인터넷 환경에서 친환경 통신을 위한 통합적인 프레임워크에 관한 연구,오하영_1,인지적 소물 인터넷 환경에서 친환경 통신을 위한 통합적인 프레임워크에 관한 연구,weight,2.7816843611
박경덕_0,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,박경덕_1,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,weight,2.7816843611
박경덕_0,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,박경덕_2,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,weight,2.7816843611
박경덕_1,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,박경덕_2,양자 인공지능 실용화를 위한 양자 상태 거리기반 기계학습 기술,weight,2.9816843611
김중헌_0,분산형 인공지능 연합학습 알고리즘 개발,김중헌_1,분산형 인공지능 연합학습 알고리즘 개발,weight,1.5816843611
김중헌_0,분산형 인공지능 연합학습 알고리즘 개발,김중헌_2,미스트 컴퓨팅 환경의 심층 강화학습 기반 저지연 컨텐츠 캐싱 모델,weight,3
김중헌_0,분산형 인공지능 연합학습 알고리즘 개발,김중헌_1,분산형 인공지능 연합학습 알고리즘 개발,weight,1.5816843611
황재준_0,완전동형암호 프라이버시 보존 딥러닝을 이용한 DICOM 기반 의료데이터 개인정보 보호 및 활용 기술 개발,황재준_1,완전동형암호 프라이버시 보존 딥러닝을 이용한 DICOM 기반 의료데이터 개인정보 보호 및 활용 기술 개발,weight,3
현창택_0,디지털 트윈을 이용한 스마트시티 서비스 가상화 기술 개발,현창택_1,디지털 트윈을 이용한 스마트시티 서비스 가상화 기술 개발,weight,3
박영호_0,엣지 컴퓨팅 기반 차량 네트워크에서의 보안 기술 개발,박영호_1,(기반SW-창조씨앗2단계) SIAT형 CCTV 클라우드 플랫폼 기술 개발,weight,1
박영호_0,엣지 컴퓨팅 기반 차량 네트워크에서의 보안 기술 개발,박영호_1,(기반SW-창조씨앗2단계) SIAT형 CCTV 클라우드 플랫폼 기술 개발,weight,0.8
