name,n_pubs,n_clusters,precision,recall,f1, pred_label, base_label
신용태,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0]
Purnomo, Mauridhi Hery,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 0 0 1]
Niesler, Thomas,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
Wu, Xinyu,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1]
Wang, Peng,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1]
Liu, Yan,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
Ro, Soonghwan,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1]
He, Haibo,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
Mridha, M. F.,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
Hong, Keum-Shik,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
Sheikh, A.,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
박소영,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
배태석,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0]
이기용,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0]
오하영,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 0 0 0 1]
김종훈,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0]
이수진,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1]
김동근,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김재경,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1]
장성주,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
이병국,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1]
신범주,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
권혁숭,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김장영,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김민호,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
이상용,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
김형수,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1]
오승원,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김민영,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
나명환,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
서효원,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김주형,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김승천,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
이태진,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
김정환,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
임희석,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김영민,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
Dong-Seong Kim,7,2,0.42857,1.00000,0.60000, [0 0 0 0 0 0 0], [0 0 0 0 1 1 1]
김경재,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
정승민,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1]
홍인기,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0]
박승보,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
정은성,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1]
박승희,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
윤형구,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
김철환,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1]
송정석,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
백강현,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0]
average,,,0.66323,0.92405,0.77221
