name,n_pubs,n_clusters,precision,recall,f1, pred_label, base_label,acc
Cho, Kyung Hwa,4,2,0.33333,1.00000,0.50000, [0 0 0 0], [0 0 1 1],0.3333333333333333
Kotecha, Ketan,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 0 0 1],0.5
Ohtsuki, Tomoaki,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
Kumar, Neeraj,4,3,0.16667,1.00000,0.28571, [0 0 0 0], [0 0 1 2],0.16666666666666666
Huang, Zhiqiu,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Chen, Feng,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
Gandomi, Amir H.,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
Choi, Gyu Sang,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Li, Xiaoli,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
Li, Wei,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
Wang, Wei,5,5,0.00000,0.00000,0.00000, [0 0 0 0 0], [0 1 2 3 4],0.0
Lv, Zhihan,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
Champagne, Benoit,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
Thill, Jean-Claude,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Kim, Dong-Seong,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
Sun, Ying,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
Wang, Yinhai,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Liu, Yonggang,4,2,0.33333,1.00000,0.50000, [0 0 0 0], [0 0 1 1],0.3333333333333333
유윤섭,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0],1.0
Zhang, Lei,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Jang, Yeong Min,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Naik, Dinesh,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 0 0 0 1],0.6
Namboodiri, Vinay P.,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Liu, Yong,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
Kumar, Sunil,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
정회경,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0],1.0
강경구,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
윤광석,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이승오,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
정용화,6,2,0.66667,1.00000,0.80000, [0 0 0 0 0 0], [0 0 0 0 0 1],0.6666666666666666
문남미,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 0 0 0 1],0.6
신용태,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
Purnomo, Mauridhi Hery,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 0 0 1],0.5
Niesler, Thomas,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Wu, Xinyu,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
Wang, Peng,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
Liu, Yan,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Ro, Soonghwan,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
He, Haibo,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Mridha, M. F.,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
Hong, Keum-Shik,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
Sheikh, A.,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
박소영,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
배태석,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0],1.0
이기용,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0],1.0
오하영,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 0 0 0 1],0.6
김종훈,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
이수진,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
김동근,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김재경,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
장성주,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이병국,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
신범주,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
권혁숭,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김장영,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김민호,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이상용,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김형수,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
오승원,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김민영,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
나명환,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
서효원,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
