name,n_pubs,n_clusters,precision,recall,f1, pred_label, base_label,acc
김남수,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
이상원,5,2,0.40000,1.00000,0.57143, [0 0 0 0 0], [0 0 1 1 1],0.4
이진석,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
김영진,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
이상혁,4,2,0.33333,1.00000,0.50000, [0 0 0 0], [0 0 1 1],0.3333333333333333
김미정,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
이정재,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
김동규,4,2,0.33333,1.00000,0.50000, [0 0 0 0], [0 0 1 1],0.3333333333333333
김태훈,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
최상현,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박성민,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
한정희,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
김종욱,5,3,0.20000,1.00000,0.33333, [0 0 0 0 0], [0 0 1 1 2],0.2
조병관,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
홍충선,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김영주,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김태형,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박재완,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
황미경,4,1,1.00000,1.00000,1.00000, [0 0 0 0], [0 0 0 0],1.0
박주연,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
오원근,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
김성은,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김주영,4,2,0.33333,1.00000,0.50000, [0 0 0 0], [0 0 1 1],0.3333333333333333
서태원,4,3,0.16667,1.00000,0.28571, [0 0 0 0], [0 1 1 2],0.16666666666666666
이형규,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
신상준,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 1 1 1 1],0.6
고윤호,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김경민,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
최준호,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
오상진,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
박진호,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김진우,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
김영식,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
권오병,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김정선,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 1 1 1 1],0.6
김희숙,5,3,0.30000,1.00000,0.46154, [0 0 0 0 0], [0 1 1 1 2],0.3
안성진,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
박지은,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김종원,5,3,0.30000,1.00000,0.46154, [0 0 0 0 0], [0 1 1 1 2],0.3
최웅,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
이선민,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
이명식,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김승준,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 1 1 1 1],0.6
박상현,4,3,0.16667,1.00000,0.28571, [0 0 0 0], [0 1 1 2],0.16666666666666666
성태응,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이종환,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
권순일,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
윤서연,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김성호,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김형석,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 0 0 1],0.5
이규진,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이주연,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
박효선,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
이상우,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
이영준,5,3,0.30000,1.00000,0.46154, [0 0 0 0 0], [0 1 1 1 2],0.3
이성희,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
유호영,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박현진,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
한철,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김선영,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김기선,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김진환,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김백기,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
정성훈,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
임치현,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김재경,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
박정호,5,2,0.60000,1.00000,0.75000, [0 0 0 0 0], [0 1 1 1 1],0.6
안세영,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김동주,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
